eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
1.97002E+11,1970,2,6,,0,,217,United States,1,North America,Washington,Seattle,47.60356,-122.329439,1,0,,"2/6/1970: Unknown perpetrators detonated a bomb at a synagogue in Seattle, Washington, United States.  There were no casualties but the building as well as surrounding residences sustained minor damage.   During this time period, there were numerous bombings in the Seattle area.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86,Place of Worship,Jewish Synagogue,,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Door of synagogue damaged and windows shattered at nearby houses,0,,,,,,,0,,,,,,,,,This might be linked with 197001280002.  Both were bombings occurred against synagogues in Seattle.  This incident took place on the same day that Washington State Senator Frank Dore's home was bombed (197002060002).,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
1.97002E+11,1970,2,6,,0,,217,United States,1,North America,Puerto Rico,Dorado,18.460791,-66.264884,1,0,,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at a Selective Service office in Dorado, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Selective Service,Selective Service office in Dorado Puerto Rico,217,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,-99,-99,1,1,Letter,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,-9,4,Unknown,,It is unknown if the firebombs caused any damage,0,,,,,,,0,,,,,,,,,Part of a multiple attack with 197002060005 and 197002060006.  The three attacks occurred within 30 minutes of each other.  MIRA claimed this attack along with 197002080002 and 197002090003 in the same mimeographed sheet sent to the news media.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.",,Hewitt Project,0,1,0,1,"197002060004, 197002060005, 197002060006"
1.97002E+11,1970,2,6,,0,,217,United States,1,North America,Puerto Rico,Rio Piedras,18.399712,-66.049987,1,0,,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at a General Electric facility in Rio Piedras, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,21,Utilities,107,Electricity,General Electric,,217,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,-99,-99,1,1,Letter,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,-9,4,Unknown,,It is unknown if the firebombs caused any damage,0,,,,,,,0,,,,,,,,,Part of a multiple attack with 197002060004 and 197002060006.  The three attacks occurred within 30 minutes of each other.  MIRA claimed this attack along with 197002080002 and 197002090003 in the same mimeographed sheet sent to the news media.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.",,Hewitt Project,0,1,0,1,"197002060005, 197002060004, 197002060006"
1.97002E+11,1970,2,6,,0,,217,United States,1,North America,Puerto Rico,Carolina,18.441963,-66.026316,1,0,Isla Verde district,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at Hotel San Juan in Carolina, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,8,Hotel/Resort,Hotel,San Juan Hotel,163,Puerto Rico,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,-99,-99,1,1,Letter,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,-9,4,Unknown,,It is unknown if the firebombs caused any damage,0,,,,,,,0,,,,,,,,,Part of a multiple attack with 197002060004 and 197002060005.  The three attacks occurred within 30 minutes of each other.  MIRA claimed this attack along with 197002080002 and 197002090003 in the same mimeographed sheet sent to the news media.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.",,Hewitt Project,0,1,0,1,"197002060006, 197002060004, 197002060005"
1.97002E+11,1970,2,6,"February 6-9, 1970",0,,217,United States,1,North America,Massachusetts,Boston,42.3505,-71.105399,1,0,Boston University,"2/6/1970: Unknown perpetrators firebombed an R.O.T.C. office at Boston University in Boston, Massachusetts, United States.  There were no casualties but the resulting fire damaged the office.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28,Military Recruiting Station/Academy,R.O.T.C.,"R.O.T.C. office, Boston University",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,To protest the R.O.T.C. program,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktail,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Fire damage,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
1.97002E+11,1970,2,7,,0,,217,United States,1,North America,Wisconsin,Whitewater,42.838355,-88.743224,1,0,Wisconsin State College,"2/7/1970: Unknown perpetrators set a fire in Old Mail Hall at Wisconsin State College in Whitewater, Wisconsin, United States.  There were no casualties but the building sustained an estimated $1,000,000 in damages.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,Wisconsin State College,"Old Mail Hall, Wisconsin State College",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Fire,0,0,0,0,0,0,1,2,Major (likely > $1 million but < $1 billion),1000000,Building partially destroyed,0,,,,,,,0,,,,,,,,,The incident took place during the evening.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
1.97002E+11,1970,2,8,,0,,217,United States,1,North America,New York,New York City,40.751212,-73.903649,1,0,Queens; Woodside,"2/8/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for bombing the General Electric Service Center in Queens, New York, United States.  There were no casualties but the building sustains minor damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,4,Multinational Corporation,General Electric,Queens General Electric Service Center,217,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,-99,-99,1,1,Letter,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Damaged air-conditioning unit and shattered windows.,0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197002080002 and 197002090003.  MIRA claimed this attack along with 197002060005, 197002060004, and 197002060006 in the same mimeographed sheet sent to the news media.  This was one of many attacks against General Electric targets throughout the United States in a three day period. (197002070001, 197002070002, and 197002090004)  These incidents are not believed to be related.","""2 Bombs Explode at G.E. Buildings,"" New York Times, February 9, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.","William Sater, ""Puerto Rican Terrorists: A Possible Threat to U.S. Energy Installations?,"" RAND, October 1981.",Hewitt Project,0,1,0,1,"197002080001, 197002080002, 197002090003"
1.97002E+11,1970,2,8,,0,,217,United States,1,North America,New York,New York City,40.678178,-73.944158,1,0,Brooklyn; Atlantic Terminal,"2/8/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for bombing the General Electric Service Center in Brooklyn, New York, United States.  There are no casualties but the building sustains minor damages.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,4,Multinational Corporation,General Electric,Brooklyn General Electric Service Center,217,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,-99,-99,1,1,Letter,,,,,,,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,,,,,,,,,,,,18-inch pipe bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Destroyed a door and shattered windows.,0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197002080001 and 197002090003. MIRA claimed this attack along with 2197002060005, 197002060004, and 197002060006 in the same mimeographed sheet sent to the news media.  This was one of many attacks against General Electric targets throughout the United States in a three day period. (197002070001, 197002070002, and 197002090004) These incidents are not believed to be related.","""2 Bombs Explode at G.E. Buildings,"" New York Times, February 9, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.","William Sater, ""Puerto Rican Terrorists: A Possible Threat to U.S. Energy Installations?,"" RAND, October 1981.",Hewitt Project,0,1,0,1,"197002080002, 197002080001, 197002090003"
1.97002E+11,1970,2,9,,0,,217,United States,1,North America,New York,New York City,40.78306,-73.971249,1,0,Manhattan,"2/9/1970: In a series of related events, a member of the Armed Revolutionary Independence Movement (MIRA) was suspected of placing a bomb at the General Electric Headquarters in Manhattan, New York, United States.   The bomb was discovered and subsequently removed.",1,1,1,0,,,1,0,0,3,Bombing/Explosion,,,,,1,Business,4,Multinational Corporation,General Electric,General Electric Headquarters,217,United States,,,,,,,,,,,,,,,,,Armed Revolutionary Independence Movement (MIRA),,,,,,To fight imperialism and exploitation.,0,,,0,1,1,1,1,Letter,,,,,,,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,,,,,,,,,,,,Pipe bomb in a paper bag,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"Part of a multiple attack with 197002080001 and 197002080002.  MIRA claimed this attack along with 2197002060005, in the same mimeographed sheet sent to the news media.  This was one of many attacks against General Electric targets throughout the United States in a three day period. (197002070001, 197002070002, and 197002090004) These incidents are not believed to be related.","""2 Bombs Explode at G.E. Buildings,"" New York Times, February 9, 1970.","""Puerto Rican Group Describes Bombings,"" New York Times, February 13, 1970.","""Bomb Case Figure Found Guilty Here,"" New York Times, September 19, 1973.",Hewitt Project,0,1,0,1,"197002090003, 197002080001, 197002080002"
1.97002E+11,1970,2,9,,0,,217,United States,1,North America,Ohio,Batavia,39.07859,-84.179414,1,0,,"2/9/1970: Unknown perpetrators in Batavia, Ohio, United States, bombed two cars belonging to Leslie Jewel, an employee of General Electric that was not part of the union.  The automobiles were damaged, but there were no casualties.  There had been a recent labor strike at the nearby General Electric Evendale plant.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,68,Named Civilian,Nonunion employee of General Electric in Batavia Ohio,Leslie Jewel,217,United States,,,,,,,,,,,,,,,,,Strikers,,,,,,Protest employees of General Electric who were not union members,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,0,,,,,,,,,"This was one of many attacks against General Electric targets throughout the United States in a three day period. (197002080001, 197002080002 and 197002090003, 197002070001 and 197002070002). These incidents are not believed to be related.","""New York GE Offices Damaged by 2 Bombs,"" The Milwaukee Journal, February 9, 1970.","""GE Empolye's Cars Blown Up by Dynamite,"" Hartford Courant, February 10, 1970.",,Hewitt Project,-9,-9,0,-9,
1.97002E+11,1970,2,10,,0,,362,West Germany (FRG),8,Western Europe,Bavaria,Munich,48.139126,11.580186,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,6,Airports & Aircraft,44,Airport,,El Al Passenger Bus & Airport Lounge,97,Israel,,,,,,,,,,,,,,,,,Popular Front for the Liberation of Palestine (PFLP),,,,,,,0,,,0,3,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearms,1,,,,,,1,3,Minor (likely < $1 million),60000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,1,1,
1.97002E+11,1970,2,11,"February 11-14, 1970",0,,217,United States,1,North America,Michigan,Ypsilanti,42.263414,-83.665281,1,0,Washtenaw Community College,"2/11/1970: Unknown perpetrators threw a firebomb into a building at Washtenaw Community College in Ypsilanti, Michigan, United States.  There were no casualties, but the buildings sustained an estimated $2,500 in damages.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,Washtenaw Community College,,217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb thrown into building,0,0,0,0,0,0,1,3,Minor (likely < $1 million),2500,,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
1.97002E+11,1970,2,13,,0,,217,United States,1,North America,California,Berkeley,37.869885,-122.270539,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",Berkeley Police Department,Police parking lot,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,7,,,1,3,Minor (likely < $1 million),8000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97002E+11,1970,2,13,,0,,362,West Germany (FRG),8,Western Europe,Bavaria,Munich,48.139126,11.580186,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76,House/Apartment/Residence,,Jewish Old People's Home,75,Germany,,,,,,,,,,,,,,,,,Popular Front for the Liberation of Palestine (PFLP),,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,7,,,9,,,1,3,Minor (likely < $1 million),60000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
1.97002E+11,1970,2,13,,0,,217,United States,1,North America,California,Berkeley,37.869885,-122.270539,1,0,Parking lot of police station,"2/13/1970: Unknown perpetrators detonated two dynamite bombs in the parking lot of the Berkeley Police Station in California, United States, during a shift change.  Seven police officers were injured, three cars were destroyed, and windows were shattered at nearby buildings.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",Police Station,Berkeley Police Station,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To intimidate the police.,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,,,,,Homemade dynamite time bombs,0,0,0,7,7,0,1,3,Minor (likely < $1 million),,Three cars destroyed.  Numerous other vehicles damaged.  Windows shattered at adjacent buildings.,0,,,,,,,0,,,,,,,,,The bombs detonated 30 seconds apart.  The bombs used in the attack were similar to the devices used in the attack against a police station in San Francisco three days later (197002160001).  There was a contentious City Council debate earlier in the week as to whether the police department should receive a helicopter.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Bombs Injure 2 Policemen in Berkeley,"" Washington Post, February 14, 1970.","""San Francisco Bomb Injured 7 Policemen,"" Washington Post, February 18, 1970.",Hewitt Project,-9,-9,0,-9,
1.97002E+11,1970,2,15,,0,,217,United States,1,North America,New York,New York City,40.78306,-73.971249,1,0,Manhattan,"7/15/1970: Unknown perpetrators bombed the Chase Manhattan Bank in Manhattan, New York, United States.  There were no casualties, however, the glass doors of the building and windows were shattered.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,Chase Manhattan Bank,"Chase Manhattan Bank, East Village Branch",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Glass door and windows shattered,0,,,,,,,0,,,,,,,,,This was one of many bank bombings in New York City during 1970.,"""Door of Chase Bank Is Damaged By Bomb,"" New York Times, July 15, 1970.","""Bank Blasted,"" The Montreal Gazette, July 16, 1970.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",Hewitt Project,-9,-9,0,-9,
1.97002E+11,1970,2,15,,0,,217,United States,1,North America,Oregon,Eugene,44.04483,-123.072606,1,0,,"2/15/1970: Unknown perpetrators set fire to a building housing an R.O.T.C. storage area at the University of Oregon in Eugene, Oregon, United States.  One fireman was injured fighting the blaze and the men's physical education building sustained an estimated $350,000 in damages.  The incident took place a week after the university voted to retain the R.O.T.C. program.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28,Military Recruiting Station/Academy,R.O.T.C.,"R.O.T.C. storage area, University of Oregon",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,To protest the University of Oregon's decision to retain the R.O.T.C. program,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Arson,0,0,0,1,1,0,1,3,Minor (likely < $1 million),350000,R.O.T.C. storage area destroyed.  Four class rooms and two offices were destroyed.,0,,,,,,,0,,,,,,,,,The fire was set in the R.O.T.C. storage area.  David Boggs was the fireman who was injured.,"Mike Stahlberg, ""Clues Sought for Cause of UO Fire,"" Eugene Register-Guard, February 17, 1970.","""Students Impede Firemen; R.O.T.C. Offices in Ruins,"" The Milwaukee Journal, February 17, 1970.","Emily Mosen, ""The Reserve Officers' Training Corps: Protests and Perspectives on the University of Oregon Campus in 1969 and 1970,"" University of Oregon, March 14, 2005.",Hewitt Project,-9,-9,0,-9,
1.97002E+11,1970,2,16,,0,,217,United States,1,North America,California,San Francisco,37.777125,-122.419644,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",San Francisco Police Department,police station,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,1,,,0,,,1,3,Minor (likely < $1 million),3000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"197002160001, 197002160004"
1.97002E+11,1970,2,16,,0,,217,United States,1,North America,California,Berkeley,37.869885,-122.270539,1,0,,,1,1,1,-9,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,,department store,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,0,3,Minor (likely < $1 million),0,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"197002160002, 197002160003"
1.97002E+11,1970,2,16,,0,,217,United States,1,North America,California,Berkeley,37.869885,-122.270539,1,0,,,1,1,1,-9,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,,department store,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,0,3,Minor (likely < $1 million),0,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,"197002160003, 197002160002"
1.97002E+11,1970,2,16,,0,,217,United States,1,North America,California,San Francisco,37.775471,-122.403717,1,0,The incident occurred at the Hall of Justice.,"2/16/1970: Four hours after a San Francisco Police Station was bombed in California, United States, a sniper took aim at three police officers.  However, police fired at the sniper before he could get a shot off.  The sniper and a companion fled the scene before being apprehended.",1,1,1,0,,,1,0,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,San Francisco Police Department,San Francisco Police Officers,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To intimidate the police.,0,,,0,1,-99,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Telescope-sighted rifle,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,This attack is linked with 197002160001.  The sniper and his companion were described as hippie types.,"""San Francisco Bomb Injured 7 Policemen,"" Washington Post, February 18, 1970.",,,Hewitt Project,-9,-9,0,-9,"197002160004, 197002160001"
1.97002E+11,1970,2,17,,0,,217,United States,1,North America,California,Oakland,37.805065,-122.273024,1,0,Against a wall,"2/17/1970: A day after bombings in San Francisco and Berkeley, twenty-four sticks of dynamite were discovered at Walter Boysen Paint Company in Oakland, California, United States.  The bombs never detonated.",1,1,1,1,2,Other Crime Type,0,0,0,3,Bombing/Explosion,,,,,1,Business,12,Construction,,Walter Boysen Paint Company,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,,,,,24 sticks of dynamite,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"The dynamite was found a day after 197002160001, 197002160002, and 197002160003.  Police reported that the target was apparently random and could not confirm whether this was connected to the previous attacks.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""San Francisco Bomb Injured 7 Policemen,"" Washington Post, February 18, 1970.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",Hewitt Project,-9,-9,0,-9,
1.97002E+11,1970,2,17,,0,,217,United States,1,North America,Maryland,Buckeystown,39.334825,-77.431653,1,0,Tescarora area,"2/17/1970: Unknown perpetrators bombed a power pole in Buckeystown, Maryland, United States.  There were no casualties, however, as a result of the bombing, five-hundred homes and two industrial facilities lost power.  Windows were also shattered in buildings a quarter of a mile a way.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,Power Pole,Power supply of the Frederick Maryland area,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Over 500 homes and 2 industries temporarily lost power.  Windows were shattered at buildings as far as one quarter of a mile away.,0,,,,,,,0,,,,,,,,,The two industries that lost power were Todd Steel and East Alco Aluminum Plant.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
1.97002E+11,1970,2,17,,0,,217,United States,1,North America,Louisiana,Covington,30.493919,-90.132512,1,0,Men's Restroom,"2/17/1970: Unknown perpetrators detonated a bomb at Covington High School in Louisiana, United States.  There were no casualties but the building sustained minor damages.  The bombing took place six months before the school was integrated.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,School planned to be integrated,Covington High School,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,Suspected motive was to protest school integration.,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,"4-foot hole blown into a wall, stall partitions damaged, and windows shattered.",0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
1.97002E+11,1970,2,17,"February 16-17, 1970",0,,217,United States,1,North America,Washington,Seattle,47.655335,-122.30352,1,0,University of Washington,"2/17/1970: Unknown perpetrators placed a gasoline bomb underneath the Armory at the University of Washington in Seattle, United States.  The bomb did not explode and was later discovered and removed.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Armory,"Armory, University of Washington",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,Protest the War in Vietnam,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Gasoline bomb,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
